parameter1,parameter2,parameter3
5.14617072,-1.383963808,12.60581111
5.223985991,-1.465842415,12.63086891
5.28763441,-1.989929024,12.11434166
5.294043676,-2.018001537,12.48149093
5.294043676,-2.018001537,12.48149093
5.271631501,-1.531287915,13.06700794
5.029029499,-0.120754749,13.03549546
5.088406122,0.031583042,13.04882642
5.084525312,-0.112479336,13.35221081
5.228369275,0.007996752,12.59772201
5.319238189,0.375846467,12.36950428
5.332319434,0.743846504,12.40718427
5.419228395,0.867695632,11.96686698
5.419228395,0.867695632,11.96686698
5.424151311,1.336845746,11.97867509
5.341429061,0.507366605,11.75139366
5.143265752,0.402306949,11.61368622
5.091450646,0.927117109,11.27661656
5.265583308,0.546539755,11.65404102
5.267287918,1.045198997,11.79618452
5.162971224,0.787288677,11.31695851
5.162971224,0.787288677,11.31695851
5.110352191,-0.054062692,11.06633065
5.110352191,-0.054062692,11.06633065
5.108713061,-0.422731601,11.28938926
4.976661508,-0.752960104,11.68425406
5.14453498,-1.415315933,12.00822783
5.118987735,-2.332910803,12.08458984
5.118987735,-2.332910803,12.08458984
4.948525877,-2.671342074,11.61438566
5.025144103,-2.867464044,11.67502972
5.013056001,-2.599066495,11.80524952
4.937391413,-2.694762531,12.02615162
5.029611134,-2.94288532,12.17360963
4.903444458,-2.622236213,11.67279537
5.008447103,-2.476912219,10.78013291
5.046970241,-2.102458206,10.35671774
5.065532131,-2.044384272,10.0813908
4.907652974,-2.08977864,10.89543393
4.833048188,-2.695319369,10.54954384
4.857084955,-2.793942011,10.63737465
4.864218048,-3.109465572,10.50365615
4.849676462,-3.014913647,10.6457394
4.868590173,-2.734689506,10.78567867
4.870796749,-3.317289341,11.02683808
4.870796749,-3.317289341,11.02683808
4.870796749,-3.317289341,11.02683808
4.963863012,-3.491529092,10.99314046
4.963863012,-3.491529092,10.99314046
5.135949008,-3.026685197,11.34713571
5.188370184,-3.044648859,11.44576779
5.051533995,-3.235374922,11.54170899
5.100509578,-3.160599213,10.81100384
5.100509578,-3.160599213,10.81100384
5.217373247,-2.808508465,10.65522001
5.172890193,-2.832674531,10.94338946
5.040962339,-2.258204785,10.89658948
4.9131053,-2.391849056,11.00829051
4.9131053,-2.391849056,11.00829051
4.9131053,-2.391849056,11.00829051
5.068567811,-2.818889566,11.17104912
4.999802065,-2.11573905,10.88843342
5.147423829,-2.002160382,11.06726207
5.14289875,-1.999765381,10.6921172
5.079692648,-1.961618739,10.25350953
5.079692648,-1.961618739,10.25350953
5.012709665,-1.022520084,10.18500386
5.022243998,-0.518343259,10.53953523
4.947653786,-0.601120527,10.42004352
4.947653786,-0.601120527,10.42004352
4.905592864,0.416719502,10.2451752
4.959177969,-0.069970518,9.86743106
5.026651883,-0.650778145,10.0698672
4.933746488,-0.048354168,10.24199871
4.921223874,0.645851815,10.45939788
4.829437477,0.806053136,10.43065702
4.918886058,1.259145328,10.44293681
5.049926889,1.950495102,10.43625804
5.103620063,1.53835517,10.35976005
5.151253751,0.771458341,10.42729206
5.082396092,1.066251996,10.7836766
5.158674988,0.797149569,10.62433706
5.158674988,0.797149569,10.62433706
5.233380655,0.447585976,10.83166118
5.233380655,0.447585976,10.83166118
5.186435375,0.63337268,10.53310812
5.190994275,0.780011834,10.79472307
5.186731333,0.388450236,10.82078568
5.154834292,0.871967668,10.8928977
5.148453135,0.734315172,11.02798724
5.135211299,0.534878985,10.98978951
5.105209609,0.979732424,10.79253307
5.105209609,0.979732424,10.79253307
5.121080104,0.136279597,10.88526328
5.194851603,0.217889005,10.56917937
5.225423656,0.302247636,10.99576923
5.225423656,0.302247636,10.99576923
5.085131253,-0.566107988,11.20447335
5.064214349,0.190855955,11.71129542
5.14716051,-0.33964142,11.69848269
4.991278155,-1.002600267,11.65392624
4.97831206,-0.614793761,10.92787593
4.994325364,0.225700823,10.7787688
5.004533047,0.704744192,11.23706728
5.0303594,1.427172314,11.27977506
5.072358997,1.368805693,11.10906873
4.94274906,0.573621229,11.16968544
5.048631519,0.948252938,11.39748508
4.889544046,1.250223266,11.12758873
4.944561248,1.276621964,10.9956035
5.025592331,1.725923437,11.18453882
5.025592331,1.725923437,11.18453882
4.907043595,2.318983096,11.48018171
4.816546939,1.827545837,11.28341292
4.703109523,1.318722962,10.77440444
4.785131563,1.370991908,10.49923377
4.848658226,1.570530841,10.70083275
4.723044685,2.11383766,10.77345825
4.83656655,1.549498895,10.71422715
4.753674156,1.742459647,10.24385322
4.895276696,1.68056228,10.23671799
5.051134115,2.001872615,10.72651196
5.038222927,2.595277681,10.83297998
5.078944308,2.764630716,11.18336097
5.240652955,1.958009936,11.40364607
5.240652955,1.958009936,11.40364607
5.18576994,2.08611793,11.54909547
5.346203088,2.097770311,11.98412613
5.411851691,2.211582081,12.27728466
5.411851691,2.211582081,12.27728466
5.283783684,2.200847022,12.19699145
5.332402887,2.243062381,12.11114547
5.332402887,2.243062381,12.11114547
5.170869379,2.147854944,11.72755921
5.143021298,1.851496095,11.26741968
5.233801423,2.890296837,11.27123479
5.233801423,2.890296837,11.27123479
5.091954079,3.184662837,11.32950884
4.803645124,2.524146373,11.27930251
4.875314514,2.17800599,11.21793832
4.999892448,1.923410313,10.92365618
4.921578103,2.651691191,10.14852575
5.029348425,2.412044053,9.948162341
5.041126353,2.701642691,9.956572545
4.936948821,3.135444916,9.919292019
4.936948821,3.135444916,9.919292019
5.04633045,3.107484505,9.679306186
4.839205275,2.19498004,9.355728181
4.878135941,2.223238103,9.680511136
4.94955866,2.542649651,9.942735444
4.93757462,2.901655458,9.579104085
4.909267142,3.385118675,10.03208016
5.113221073,3.058936119,10.32443072
4.975737122,2.954243061,10.13842807
4.975737122,2.954243061,10.13842807
4.784801245,2.635425612,10.70674502
4.66325558,2.615034153,10.77957101
4.668240648,2.498707062,11.36326
4.612790339,1.562902429,11.45669002
4.741289316,2.198573943,11.40951833
4.8281527,1.526451916,11.45275124
4.802625205,0.750993642,10.73301509
4.826629537,1.2912282,11.49599405
4.834584595,1.136421496,10.89680449
4.796008591,1.581504613,10.48389845
4.829502363,1.358378384,10.87435926
4.737571884,1.255666947,11.41123756
4.847563421,0.888036799,11.559413
4.929953325,1.1330564,11.97177464
5.031064275,0.877023696,11.98312856
4.978988319,0.572555672,12.02916865
4.877582553,0.49349108,12.43825484
4.770301731,0.667331536,12.17491651
4.770301731,0.667331536,12.17491651
4.754418366,-0.25898075,11.92695247
4.737517623,-0.695208066,12.02347276
4.808006066,-0.448871109,12.36535961
4.778614504,-0.547694114,12.31432869
4.701849854,-1.005545754,12.32577391
4.644104972,-1.25203111,12.4362708
4.693647279,-1.329489218,12.73753989
4.738067913,-2.232592793,12.34309099
4.66242145,-2.268203709,11.92319394
4.66242145,-2.268203709,11.92319394
4.66242145,-2.268203709,11.92319394
4.66242145,-2.268203709,11.92319394
4.735016932,-2.791324871,11.96539848
4.7242773,-3.272034551,11.57161816
4.7242773,-3.272034551,11.57161816
4.684949927,-3.618339024,11.56928439
4.66927553,-3.789767362,11.81192109
4.66927553,-3.789767362,11.81192109
4.725676736,-3.234438504,11.9520969
4.776678125,-3.763846866,11.74098529
4.776678125,-3.763846866,11.74098529
4.982467458,-3.529264103,11.72907039
5.076778356,-3.438518539,11.66604773
5.096743084,-3.532059131,11.71558673
5.088528759,-3.388360574,11.89516318
5.128577003,-3.686656532,12.25633837
5.148275464,-2.756583612,12.71333447
5.284739189,-2.815057835,12.25100089
5.284739189,-2.815057835,12.25100089
5.289217154,-2.878717733,12.21748253
5.289217154,-2.878717733,12.21748253
5.29141419,-3.636081469,12.38911478
5.284673243,-3.456450742,12.08842586
5.251426416,-3.616740061,12.42584259
5.263523962,-3.870516104,12.01265614
5.310731571,-4.184199682,12.19532397
5.275604395,-3.857594101,12.03682117
5.422712736,-3.050798745,12.37883762
5.535135859,-2.971021792,12.62357677
5.37219772,-2.976421773,12.87945349
5.392387431,-3.042438865,12.83333714
5.392387431,-3.042438865,12.83333714
5.392387431,-3.042438865,12.83333714
5.270358332,-2.698431115,12.67941715
5.270358332,-2.698431115,12.67941715
5.270358332,-2.698431115,12.67941715
5.270358332,-2.698431115,12.67941715
5.210342383,-3.003532248,12.45787253
5.328229649,-3.455739702,12.87407609
5.223551374,-3.930862794,13.01232156
5.198568737,-3.993417026,12.48269424
5.004017959,-4.269075444,12.00217277
5.063505166,-4.84454297,11.91266602
5.063505166,-4.84454297,11.91266602
4.838083335,-4.687249446,11.82511812
4.798732829,-4.560127371,11.89645719
4.759310312,-3.720147663,12.32574308
4.901736599,-4.005185212,12.18008836
4.802806394,-5.32519025,11.50813428
4.952625705,-4.925669264,11.24945471
4.952625705,-4.925669264,11.24945471
5.114549872,-4.686417034,10.82939303
5.040189964,-3.958634822,10.78419307
4.957806858,-4.063431493,10.98541771
4.863117169,-4.231383475,10.80130661
4.850739957,-3.29528119,10.75702677
4.840188148,-3.436835389,11.38307215
4.7989213,-3.218960269,10.96932651
4.743079526,-2.397669027,11.51411701
4.769609108,-2.283307866,11.50869139
4.927544857,-2.361211242,11.62759382
4.802005095,-2.109364654,11.44346638
4.890145416,-2.261687456,11.17359945
4.935742376,-2.761024068,11.14551771
5.062480885,-1.532014241,10.88761584
5.060956145,-0.721359973,11.27393565
5.266835407,-0.986563563,11.25163894
5.233581796,-0.682621125,11.22681272
5.129368168,-1.159217171,11.07137355
5.036328582,-0.675487602,10.99195445
5.119382914,-1.452224782,11.15146497
5.099288864,-1.490515671,11.30986592
5.221405797,-0.951739283,11.17919338
4.98949382,-1.266037802,11.57078998
4.98949382,-1.266037802,11.57078998
4.98949382,-1.266037802,11.57078998
5.04838551,-0.114109994,11.39820559
4.971280316,0.635995731,11.53583361
4.971280316,0.635995731,11.53583361
4.856327599,0.587566156,11.58790422
4.853093233,0.485692241,12.06521999
4.853093233,0.485692241,12.06521999
4.853093233,0.485692241,12.06521999
4.899688419,0.643103507,11.57643084
4.833659398,0.599295631,11.15192262
4.818113537,1.264811112,11.35313034
4.92656679,1.137907845,11.07669268
5.137074212,1.676379739,10.65822718
5.094811504,1.141087897,9.901541472
5.094811504,1.141087897,9.901541472
5.144029201,1.376214692,9.85078819
5.243818207,1.381949174,10.41732429
5.243818207,1.381949174,10.41732429
5.243818207,1.381949174,10.41732429
5.110920591,2.08613413,10.21915136
5.193961027,1.818761005,10.20738476
5.229818518,2.037191287,9.950945175
5.106250304,2.542562669,9.979949609
5.041080455,2.216610851,9.934684643
5.000849069,2.975246339,9.490530054
4.908407877,2.796970232,9.485894891
4.87171249,1.938299811,9.524874742
4.982414465,1.954743022,9.425511355
4.967007615,1.177134544,9.603058538
4.967007615,1.177134544,9.603058538
4.976086786,1.073660602,9.623839489
5.104969131,1.185168958,10.07946497
4.914535133,1.673193448,10.2204118
4.957479505,1.217725459,10.26416891
4.868058197,1.582706819,10.43382195
4.874996018,0.754221925,10.3981163
4.808592773,-0.032658842,10.2154777
4.829564206,0.619207483,10.56101467
4.957477197,0.449758443,10.33047258
4.924845862,0.401635827,9.539315202
4.924845862,0.401635827,9.539315202
4.924845862,0.401635827,9.539315202
4.934171894,0.71345005,9.699352411
5.013549511,0.888252824,9.812797133
5.044061386,0.2382414,9.808782375
5.066892631,-0.534851242,9.861815175
5.066892631,-0.534851242,9.861815175
5.066892631,-0.534851242,9.861815175
5.174321289,0.3350275,9.886529466
5.205659808,-0.332426894,9.945127431
5.05502628,-0.578726784,9.974604354
4.983321258,-1.388358588,9.964516044
4.983321258,-1.388358588,9.964516044
5.177212426,-1.048263426,10.04764232
5.129187284,-1.749821656,10.03592483
5.129187284,-1.749821656,10.03592483
5.129187284,-1.749821656,10.03592483
5.129187284,-1.749821656,10.03592483
5.16485011,-1.95801527,10.50745141
5.127595615,-2.195335919,10.46806882
5.033906757,-2.398476572,10.23542304
5.0218435,-3.339281782,10.48270535
4.99769393,-3.559857971,10.55325205
5.194692805,-2.830631288,10.15137147
5.077461298,-2.917943851,10.18041875
4.973499766,-3.044839899,10.33220299
5.030201962,-2.898308193,10.30612794
4.981433286,-3.347806146,10.44844904
5.029369515,-3.324355619,10.18710267
5.033436996,-3.630828632,9.821272995
4.958114698,-2.977388352,10.03723776
4.848522522,-2.892853745,10.3283195
4.848522522,-2.892853745,10.3283195
4.659148136,-2.534109438,10.77780501
4.757484322,-3.734405906,10.25444681
4.757484322,-3.734405906,10.25444681
4.757484322,-3.734405906,10.25444681
4.673093756,-3.512255362,10.58363091
4.673093756,-3.512255362,10.58363091
4.721080027,-3.363302992,10.57600064
4.872154712,-3.360568648,10.84420179
4.912226039,-3.496332012,10.95595719
4.862667428,-2.791506122,10.74385655
4.886431,-3.435197611,11.21033257
4.886431,-3.435197611,11.21033257
4.886431,-3.435197611,11.21033257
4.886431,-3.435197611,11.21033257
5.090112695,-3.235722797,11.2891767
5.176881374,-3.050521753,11.68945975
5.194708205,-3.176904126,11.88902245
5.0935704,-3.669321603,11.47741757
5.231714573,-3.86558185,11.39003284
5.231714573,-3.86558185,11.39003284
5.41644313,-3.486135633,10.89293689
5.238768032,-4.375149805,11.18361244
5.238768032,-4.375149805,11.18361244
5.238768032,-4.375149805,11.18361244
5.238768032,-4.375149805,11.18361244
5.17283375,-4.267322913,11.17101341
5.125553646,-3.909696099,10.66438353
5.07292057,-4.01000617,10.41010662
5.142416632,-3.95313828,9.834995765
5.058673058,-3.793388893,9.718928676
5.195725765,-4.193463923,9.672959108
5.314529317,-3.995577337,9.74376264
5.314529317,-3.995577337,9.74376264
5.266123299,-4.316322697,9.550616585
5.137234256,-4.762065539,10.36364089
5.186320591,-4.333769255,10.15019337
5.186320591,-4.333769255,10.15019337
5.19729408,-3.716197675,9.725735541
4.990143177,-3.4990185,9.753985284
5.018865678,-3.204299561,9.724059359
4.93250814,-2.535194538,9.577965468
4.968576494,-2.223111099,9.772830012
5.076247178,-1.536176687,9.755821753
5.241930522,-1.260360256,9.806001499
5.228819728,-1.599149202,10.02338066
5.174436406,-1.719481041,9.88407888
5.174436406,-1.719481041,9.88407888
5.174436406,-1.719481041,9.88407888
5.279373018,-1.137189817,10.0689591
5.279373018,-1.137189817,10.0689591
5.313577706,-1.42868513,10.15443877
5.362976175,-1.722332151,9.914152412
5.312871966,-2.085987948,10.02107773
5.381253663,-2.007685312,10.35854178
5.289269786,-2.239621509,10.9763708
5.173895963,-2.961227596,11.38894801
5.086644946,-2.842026855,11.2900875
5.024151971,-2.539856473,11.3183348
4.945028956,-2.267686019,11.40598868
4.905219665,-2.14339967,11.26338998
4.73655086,-1.738630139,11.14792625
4.660191931,-2.11292488,11.97015426
4.655466128,-0.898028534,11.8177037
4.760503301,-0.972286577,11.87193091
4.890351092,-1.677838062,11.55322925
4.912164401,-2.04273157,11.88387255
5.067842579,-1.415107337,12.32109405
4.846885047,-1.271117822,12.73927773
4.846885047,-1.271117822,12.73927773
4.834432772,-1.363392181,12.79968591
4.878185894,-0.658954621,13.36692819
5.030776195,-0.32384388,13.56911151
5.053404831,-0.191326541,13.30006662
4.874675241,0.0811053,12.9858065
4.731521607,0.121738395,13.35542476
4.66475302,0.05696832,13.1346512
4.714485049,-0.498460923,12.88015044
4.650187014,-0.26935036,12.61876976
4.650187014,-0.26935036,12.61876976
4.689610665,-0.479880739,12.38771178
4.596649702,0.098262619,12.15774372
4.653714546,0.092958352,12.2985292
4.706623252,-0.369318433,12.59697085
4.66727206,-0.210786837,12.19893804
4.560011566,-1.045376827,12.08723649
4.662148428,-1.797917161,11.87145979
4.637167369,-1.953201688,11.5746723
4.705589027,-1.942016714,11.48406836
4.705589027,-1.942016714,11.48406836
4.693967685,-2.561375431,11.80991412
4.84885575,-1.990195025,11.84707408
4.84885575,-1.990195025,11.84707408
4.870326453,-1.852583885,11.59508593
4.870326453,-1.852583885,11.59508593
4.875930003,-1.410086456,11.52400901
4.850658969,-1.057193012,11.12597579
5.021294433,-1.487425943,11.39630954
4.951976188,-1.093446486,11.26066518
4.979480702,-0.912358802,11.35861893
5.086990793,-0.07522476,11.42456723
5.10433426,0.116240645,11.2469001
5.109968312,-0.071867609,11.31383851
5.216497524,0.044635253,11.32484564
5.186065501,-0.088427607,11.33314081
5.119341783,-0.15207995,11.16485538
5.128566676,0.560210974,10.45250655
5.27543718,0.90823436,10.34119288
5.240669785,0.77739803,10.5023986
5.180307442,1.837650569,10.18551623
5.293501515,1.582856096,9.836883232
5.293501515,1.582856096,9.836883232
5.293501515,1.582856096,9.836883232
5.189698557,1.164761926,9.611340657
5.063315489,1.538341828,10.1315907
5.014659815,1.570641755,9.9407824
4.884666078,1.390005814,10.05466452
5.019846891,1.834614943,10.03143903
4.965829489,1.865406253,10.14996246
4.920732763,1.934849172,9.892452726
4.942664506,1.476866131,10.1126375
5.065737487,1.879666712,10.36750276
5.262120128,1.297280052,10.74106927
5.16457801,1.883058189,10.57947751
5.156380016,1.04190766,10.57710599
5.140245452,1.350330322,10.55673675
5.091203515,1.506578896,10.34074115
5.12856158,1.030862707,10.52804159
5.127044006,1.130472099,10.8308291
4.985170937,1.431065106,10.93788807
5.049326255,1.861842637,10.7614827
4.97688416,1.811847443,10.83807161
4.920918361,1.63724174,11.31387566
4.920918361,1.63724174,11.31387566
4.85426539,1.188388784,11.21077919
4.774131096,1.40305555,11.28289088
4.905882092,1.697648905,11.07453528
5.163786036,1.644784746,10.88351085
5.163786036,1.644784746,10.88351085
5.167200531,1.431595351,11.56087808
4.985940072,1.312298831,11.14064936
4.985940072,1.312298831,11.14064936
4.841912864,1.278797855,11.76698928
4.94571153,1.596060149,11.78785908
4.830996241,1.007854493,11.89494056
4.811138349,0.974493725,12.10674735
4.714510566,0.377273872,11.9536573
4.714510566,0.377273872,11.9536573
4.647274305,0.081535662,11.10251901
4.616334057,0.487378825,10.47682737
4.643572735,0.862932776,10.45032334
4.643572735,0.862932776,10.45032334
4.624467841,-0.65797733,10.47728053
4.624467841,-0.65797733,10.47728053
4.611693511,0.304331405,10.67603759
4.602977082,-0.25189896,10.56077598
4.602977082,-0.25189896,10.56077598
4.602977082,-0.25189896,10.56077598
4.58542864,0.156438306,10.49055928
4.58542864,0.156438306,10.49055928
4.739796092,0.453808585,10.2333394
4.739796092,0.453808585,10.2333394
4.739796092,0.453808585,10.2333394
4.704032245,0.209104553,10.66053783
4.703683649,-0.367849098,10.39361459
4.768800883,-0.179403185,9.963728758
4.773064894,-0.710147179,9.559318729
4.949403206,-0.901197924,9.092091744
4.964032149,-1.223629028,8.902710069
4.984328878,-1.531709536,8.578624841
4.963550171,-1.037314361,8.786445624
4.908844053,-0.671884903,8.503049538
4.908844053,-0.671884903,8.503049538
4.912511012,0.057079367,8.447379526
4.897220977,0.714907244,7.992488685
5.03982232,1.881195882,8.025106711
5.03982232,1.881195882,8.025106711
5.012787956,1.803310978,8.503846603
5.035687642,1.390467826,8.333074241
5.002946189,1.99794096,8.323508121
5.002946189,1.99794096,8.323508121
4.929374271,2.071194036,8.512194511
4.929374271,2.071194036,8.512194511
4.929374271,2.071194036,8.512194511
4.929374271,2.071194036,8.512194511
5.036840633,1.664722155,8.456212553
5.036840633,1.664722155,8.456212553
5.036840633,1.664722155,8.456212553
5.072360168,1.450875711,8.46053886
5.219489163,1.697291059,8.728205386
5.083694469,2.497347957,8.236745751
5.059797557,2.360194968,9.01155642
4.981375832,2.068101613,8.600099915
4.981375832,2.068101613,8.600099915
5.143520006,1.952464187,8.841682551
5.169053885,1.62325687,9.052637567
5.143769391,1.540863121,9.141368043
5.065081651,1.438620378,9.424876051
5.140356129,2.30753484,9.379639437
5.167600056,2.603562357,9.301696173
5.11002592,1.963020307,9.01679702
5.244288796,1.610927607,9.348649636
5.205854895,2.145515446,9.589920579
5.163402437,2.138562306,9.973446169
5.189119783,2.450324066,9.988789662
5.189119783,2.450324066,9.988789662
5.263942939,2.362471681,10.42201166
5.165601241,1.822735224,10.7289339
5.110159684,1.801722899,10.90232996
5.110159684,1.801722899,10.90232996
5.181913017,1.066068081,10.8220667
5.169277844,1.562217465,10.69100245
5.229990873,2.221579175,11.4864841
5.229990873,2.221579175,11.4864841
5.353942709,2.484873508,11.12530526
5.433483342,2.115128666,10.86842762
5.364815821,2.290818321,10.63206196
5.404204164,1.658033184,11.15680767
5.293450936,1.035826887,11.11011069
5.208544408,1.589780642,11.42010495
5.123850771,1.865361213,11.23899572
5.007348607,0.887845198,11.22729917
5.029974548,1.019179281,11.22339472
5.029974548,1.019179281,11.22339472
5.180015679,1.744623659,11.17196146
5.180015679,1.744623659,11.17196146
5.239949303,1.568177533,11.61263713
5.239949303,1.568177533,11.61263713
5.239949303,1.568177533,11.61263713
5.224341989,1.341170655,11.80956923
5.224341989,1.341170655,11.80956923
5.107901924,0.914418377,11.66245262
5.052464749,1.33702793,11.78044071
4.892926894,1.527932036,12.23254148
4.890002305,1.514854771,12.04571169
4.925285406,2.013042109,12.31803954
4.923839584,1.610747862,12.54134666
4.965210421,0.938278463,12.57950885
5.005898065,1.103799806,12.08073483
5.146294797,1.126261292,12.07229137
5.146294797,1.126261292,12.07229137
4.968025666,0.817301664,11.81913089
4.972360676,1.165665155,12.13149571
4.831347285,1.345572957,12.41007742
4.875620998,1.275585711,12.03121841
4.785569449,1.325651667,12.08941447
4.785569449,1.325651667,12.08941447
4.936108581,1.20315576,11.37009768
4.922377634,1.123233684,11.76310352
4.90140494,1.179918288,11.53344943
4.875488763,1.618577967,11.07113559
4.970426737,1.084136814,11.14009774
4.693750282,1.402564421,11.05071044
4.645079255,1.766024641,10.59537272
4.645079255,1.766024641,10.59537272
4.759606967,2.127031946,10.75136038
4.759606967,2.127031946,10.75136038
4.759606967,2.127031946,10.75136038
4.749036713,1.656262027,10.5690133
4.837153265,1.656741385,10.37953501
4.8338037,1.549702894,9.841370804
4.91130575,1.157610811,9.51929801
4.8798965,1.506318119,9.668233891
4.917518731,1.350035964,9.854258809
5.030527428,1.045959798,9.677704971
5.164352322,0.842971587,9.759539929
5.190481003,0.579800964,9.921956934
5.235670684,0.146536756,10.23631941
5.235670684,0.146536756,10.23631941
5.178840319,0.909365276,10.58619812
5.184778709,0.905196946,10.91996125
5.077138434,0.886822657,11.5595764
4.915947367,0.245248977,11.89436957
4.744821347,0.248555969,11.61821328
4.782112111,0.273599598,11.21208112
4.789583745,0.985579913,10.81766232
4.771066684,1.51444833,11.40264059
4.889547626,0.508282117,11.78817794
4.889547626,0.508282117,11.78817794
4.821765305,0.953844938,11.49176866
4.919098162,1.671196004,11.09152603
4.783168749,1.293983203,10.65946975
4.850917634,1.281707438,10.78906176
4.824095944,0.006546246,10.49364302
4.835210952,0.369939582,10.93965881
4.900434121,0.736056202,11.11175832
4.900434121,0.736056202,11.11175832
4.909587001,1.138827013,10.83199913
4.909587001,1.138827013,10.83199913
5.016048683,0.522054475,10.41306602
5.174594835,0.267396169,10.25260951
5.181687687,0.777654306,10.82701497
5.181687687,0.777654306,10.82701497
5.16540238,1.000185343,10.42644949
5.057684233,0.630337173,10.57576499
5.022960677,-0.075340707,10.49290407
5.009875859,0.774318287,10.49066738
4.991031262,1.918068479,10.33269743
5.167231468,2.070135879,10.35236115
5.170785942,1.944931079,10.67510868
5.344753627,2.307460614,10.65028894
5.344753627,2.307460614,10.65028894
5.46659412,2.330493048,10.50431808
5.364051761,1.720625542,11.05046978
5.355626305,1.20621476,10.75562677
5.311972635,1.399958777,11.22236588
5.311972635,1.399958777,11.22236588
5.311972635,1.399958777,11.22236588
5.207863814,1.191900353,11.03752083
5.131100898,0.95522872,11.12459348
5.258950537,0.422386889,11.30325893
5.258950537,0.422386889,11.30325893
5.258950537,0.422386889,11.30325893
5.278064241,0.365058703,11.11291813
5.344229253,0.068826775,10.58722429
5.236910546,0.516731874,10.45018283
5.236910546,0.516731874,10.45018283
5.291391975,0.895361129,10.28401367
5.152590392,0.871502093,9.83897794
5.281991246,1.023615216,10.10664051
5.281991246,1.023615216,10.10664051
5.222422541,0.728271266,9.829015883
5.079301672,0.609923569,10.09898578
5.079301672,0.609923569,10.09898578
5.102060233,0.420064442,10.48723013
5.030879395,1.25131425,10.43266399
5.056354419,1.267665821,10.07850492
4.933976041,0.866557985,10.12209602
4.846628242,0.365023748,9.953644728
4.846628242,0.365023748,9.953644728
4.846628242,0.365023748,9.953644728
4.846628242,0.365023748,9.953644728
4.969696659,-0.190639307,10.53170236
5.071627248,-0.885737578,10.49752124
4.969280571,-2.489444733,10.9734661
5.149249252,-2.442513481,11.14944122
5.152077931,-2.491933276,11.11165302
5.152077931,-2.491933276,11.11165302
4.99370455,-2.120060438,11.04578251
4.8381991,-1.1231494,10.63836946
4.907894066,-0.834137304,10.7984009
4.907894066,-0.834137304,10.7984009
4.773892528,-0.089301789,10.88520632
4.932780378,0.396223389,11.43222343
4.995908533,0.114378793,11.14424156
5.02464851,1.057615985,11.75174774
5.029148504,0.677398951,11.99928194
5.343165315,0.145244905,11.86850352
5.33718522,0.071431949,11.5928516
5.36217872,0.235786303,11.60879945
5.341735574,0.255166636,11.73987438
5.232858465,0.137606956,12.02770624
5.120583553,0.218956733,12.19661572
5.120583553,0.218956733,12.19661572
5.120583553,0.218956733,12.19661572
5.247223786,0.441409748,12.48937908
5.209579619,0.988929506,12.27410703
5.18623174,1.537575485,11.85619629
5.31605627,1.216682251,12.07460925
5.24004745,1.764133274,11.70136519
5.245171915,1.313269771,11.89033174
5.245171915,1.313269771,11.89033174
5.245171915,1.313269771,11.89033174
5.323878174,2.037700481,11.80532672
5.323878174,2.037700481,11.80532672
5.330042369,1.074304132,11.98619776
5.459608127,1.761708392,11.88069024
5.45272758,1.71839829,12.08038415
5.45272758,1.71839829,12.08038415
5.479372164,1.415863459,12.33209183
5.266843052,1.299939264,12.21189098
5.266843052,1.299939264,12.21189098
5.333561817,1.489970442,12.59157894
